서비스ID,수혜구분,보조사업여부,서비스명,서비스 목적,법령,행정규칙,자치법규,지원대상,선정기준,지원내용,온라인신청URL,신청절차,신청기한 시작일,신청기한 종료일,신청기한 상세,구비서류,소관기관유형,소관기관명,소관부서명,문의처명,문의처전화번호,문의처사이트URL,서비스분류,생애주기,서비스 대상지역,대상특성 및 가구유형,지원유형,지원형태,대국민표출여부
373000000000 ,수혜적,국고보조사업,산모·신생아 건강관리사 지원,,[법률]저출산ㆍ고령사회기본법||[법률]사회서비스 이용 및 이용권 관리에 관한 법률||[법률]모자보건법,없음,없음,"○ (정부지원)산모 및 배우자 등 해당가구이 건강보험료 본인부담금 합산액이 기준중위소득 150%이하 금액에 해당하는 출산가구, 생활의료주거교육급여 수급자 또는 차상위계층의 출산가구○ (예외지원) 울산광역시에 주민등록을 두고있는 기준중위소득 150% 초과 출산 가구",해당없음,"○ 산모 건강관리 : 유방관리, 부종관리, 영양관리, 좌욕지원, 산후 위생관리○ 신생아 건강관리 : 신생아 청결·위생관리(목욕, 배꼽관리, 기저귀교체, 용품소독), 수유 및 예방접종 지원○ 산모·신생아 가사지원 : 산모 식사준비, 산모 및 신생아 주 생활공간 청소, 산모 및 신생아 의류 세탁○ 산모 정보제공 및 정서지원 : 응급상황 발견 및 대응, 감염 예방 및 관리, 정서 상태 이해 및 지지 ※ 산모·신생아 외 다른 가족 돌봄이나 일반 가사활동영역은 표준 서비스에 포함되지 않는 부가 서비스이므로 원하는 경우 별도로 추가구매가 필요함",http://www.bokjiro.go.kr,"○ 온라인 신청 - 복지로 : http://www.bokjiro.go.kr○ 방문신청 - 울주군보건소, 남부통합보건지소, 범서읍보건지소, 12개 읍면 행정복지센터○ 신청기간 :  출산예정일 40일 전~ 출산 후 30일 이내(34+2일부터 가능)",,,없음,"○ 신분증○ (출산전)출산예정일이 기입된 임신확인서 또는 산모수첩○ (출산후)출생증명서 또는 추생아 반영된 주민등록 등본○ 가구원 분리 시 가족관계증명서○ 산모 또는 배우자가 휴직한 경우.단, 휴직기간이 1개월 이상인 시점 신청 시 재직증명서(휴직기간명시), 최근월분 급여명세서○ 맞벌이 부부 중 사업자인경우 사업자등록증 제출○ 산모 또는 배우자가 가구원이 아닌 다른 사람의 피부양자로 등재되어 있는경우 건강보험 자격 확인서, 건강보험 납부확인서 제출",시군구,울산광역시 울주군,보건과,없음,해당없음 ,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,이용권,표출
373000000000 ,수혜적,국고보조사업,안전한 양육환경을 위한 실내매트 등 지원 사업,다자녀 가정의 안전한 실내 양육환경을 조성하여 출산 친화적 사회분위기 조성 및 출생률 증진에 기여하고자 함,[법률]저출산ㆍ고령사회기본법,없음,[조례]울산광역시 울주군 출산장려 지원 조례(제5조의2),"○ 2024. 1. 1. 이후 출생아 출생신고 당시, 둘째 이상인 다자녀(두자녀 이상) 가정    - 부 또는 모가 출생일 전부터 울주군에 주소를 두고, 대상아를  울주군에 출생신고 한 가정    - 신청시점에도 울주군 거주 및 주민등록상 등재되어 있어야 함",해당없음,"○ 대    상 : 2024. 1. 1. 이후 출생아 출생신고 당시, 둘째 이상인 다자녀(두자녀 이상) 가정    - 부 또는 모가 출생일 전부터 울주군에 주소를 두고, 대상아를  울주군에 출생신고 한 가정    - 신청시점에도 울주군 거주 및 주민등록상 등재되어 있어야 함○ 지원내용 : 출생아 1명당 30만원 상당의 포인트 지원 ○ 지원물품 : 실내매트, 층간소음방지물품(실내화, 도어가드, 가구이동 완충재 등)○ 지급방법 : 포인트 지급 (실내매트 지원 홈페이지)",,○ 방문신청 : 출생아의 주민등록상 거주지 읍·면 행정복지센터(신분증 지참),,,없음,신분증출산 서비스 통합처리 신청서부 또는 모의 통장사본주민등록등초본,시군구,울산광역시 울주군,여성가족과,없음,해당없음 ,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,이용권,표출
374000000000 ,수혜적,국고보조사업,환경친화형 농자재 지원,,[법률]농업ㆍ농촌 및 식품산업 기본법(제4조),없음,없음,○ 농업경영정보 등록 농업인,해당없음,"○ 농업경영정보를 등록한 농업인 및 농업법인으로서 환경친화형농자재를 설치하려는 농지에 지원 - 설치하려는 농지가 반드시 농업경영체에 등재되어 있어야 함○ 환경친환경농자재 내용 및 지원기준 : 장기성코팅하우스필름: 단동 9,000원/㎡, 연동 10,000원㎡, 생분해성멀칭제:170원/㎡, 잡초매트:320원/㎡○ 농가당 사업비 한도액 : 총사업비 1,000만원이하(자부담포함)",,"○ 방문 신청 - 시군구 : 지원신청서, 견적서, 농업경영체등록정보를 첨부하여 구청 경제교통과 제출",,,전년도 12월중,해당없음,시군구,경기도 수원시,생명산업과,없음,해당없음 ,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,현물,표출
374000000000 ,수혜적,국고보조사업,친환경 농업 소모성자재 지원,,[법률]친환경농어업 육성 및 유기식품 등의 관리ㆍ지원에 관한 법률(제16조),없음,없음,○ 친환경농업인 및 친환경농업인단체,해당없음,"○ 수원시에 주소를 두고, 수원시 농지에서 친환경 인증받은 농업인 및 농업인단체에 대해 소모성자재 지원 - 포장재, 용기, 규산질비료 등",,○ 방문 신청 - 시군구 : 농업기술센터 생명산업과 - 구비서류 : 지원신청서 작성 및 친환경인증서,,,매년 2월중,해당없음,시군구,경기도 수원시,생명산업과,없음,해당없음 ,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,현물,표출
374000000000 ,수혜적,국고보조사업,자립지원 두드림통장,,[법률]건강가정기본법(제5조)||[법률]건강가정기본법(제21조)||[법률]한부모가족지원법(제2조)||[법률]한부모가족지원법(제12조)||[법률]한부모가족지원법(제25조),없음,[조례]경기도 한부모가족 지원 조례(제8조)||[조례]수원시 한부모가족 지원 조례(제7조),○ 저소득 법정한부모가족 고3학년 재학생(디딤씨앗 및 희망키움통장 참여 가구 제외),해당없음,○ 저소득 한부모가족 고3학년 자녀에게 매월 3만원 지급(1~12월)○ 지원조건 : 매달 대상자가 3만원 입금시 매칭형식으로 3만원 지원,,○ 방문 신청 - 주민센터 : 거주지 관할 읍·면·동 주민센터 방문,,,매년 12월~1월 초,"○ 두드림통장 지원사업 신청서, 금융정보제공 동의서, 개인정보제공 동의서*각 동 행정복지센터에서 신청기간에 신청 접수 시 안내",시군구,경기도 수원시,여성정책과,없음,해당없음 ,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,현금,표출
374000000000 ,수혜적,국고보조사업,수원지역 범죄 피해자 지원,,[법률]범죄피해자 보호법,없음,없음,○ 수원지역 범죄 피해를 입은 대상 및 가족,해당없음,"○ 수원지역 범죄피해자에 대한 경제적 정신적 지원 - 대상 : 수원지역 범죄 피해자 및 피해자 가족 - 지원사항 : 생계비, 병원비, 장례비, 학자금, 간병비 등 - 선정방식 : 수원지역범죄피해자지원센터에서 위원회 심의를 거쳐 범죄피해자 대상 및 가족을 선정하여 지원",,○ 방문 신청 - 기타 : 수원지역 범죄피해자지원센터,,,없음,사전 문의,시군구,경기도 수원시,자치분권과,없음,해당없음 ,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,현금||기타(상담),표출
374000000000 ,수혜적,국고보조사업,미혼모가족복지시설 퇴소자 자립 지원,미혼모자가족복지시설 퇴소 세대에게 자립지원금 지급,[법률]한부모가족지원법(제25조)||[대통령령]한부모가족지원법 시행령(제18조),없음,없음,○ 미혼모자가족복지시설(공동생활지원형) 1년 6개월이상 입소 세대 : 아래 3가지 요건 중 하나를 충족해야 함   - 입소기간 중 직업교육 후 자격증 취득(수료)자   - 취(창)업하여 3개월 이상 안정적인 생활을 하는 자   - 입소기간 중 중·고등·대학교를 졸업한 자,해당없음,"○ 미혼모자가족복지시설(공동생활지원형) 1년 6개월 이상 입소 및 퇴소 후 관내거주 예정인 세대에게 퇴소자 자립지원금 1,500만원 지급○ 지원조건 : 입소기간 중 직업교육 후 자격증 취득자 또는 취·창업하여 3개월 이상 안정적인 생활을 하는 자 또는 입소기간 중 중·고등·대학교를 졸업한 자",,"○ 개인 신청절차 없음 - 미혼모자가족복지시설→시군 지원신청  - 신청기한: 시설퇴소예정일 1개월 전 - 구비서류: 자립지원금 신청서, 계획서, 확약서, 자격입증서류(자격증,취업 등), 지출증빙서류(임대차계약서, 영수증 등), 통장사본",,,없음,"○ 퇴소자 자립지원금 지원신청서, 계획서, 확약서○ 자격증, 재직증명서, 사업자등록증 사본 등 자격 입증 서류○ 임대차계약서, 영수증, 대학등록금 고지서 등 지출 증빙자료○ 통장사본*구비서류 및 절차는 미혼모자가족복지시설에서 안내",시군구,경기도 수원시,여성정책과,없음,해당없음 ,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,현금,표출
374000000000 ,수혜적,국고보조사업,장애인 활동지원(추가),,[법률]장애인활동 지원에 관한 법률(제3조),없음,없음,○ 만6세이상 활동지원 수급자중 종합조사 기능제한점수 330점(19세미만 266점) 이상인 대상자,해당없음,"○ 만 6세 이상 활동지원 수급자중 종합조사 기능제한점수 330점(19세미만 266점) 이상인 대상자에게 월20시간(사지마비 와상인경우 90시간) 활동보조(신체활동, 가사활동, 사회활동 등) 바우처 지원",,○ 방문 신청 - 주민센터 : 주소지 관할 읍·면·동 주민센터 방문,,,없음,"장애인활동지원 추가지원사업(신규)변경 신청서개인정보수집, 이용 및 제공 동이서진단서 또는 소견서(사지마비, 와상장애인의 경우)신분증",시군구,경기도 수원시,장애인돌봄과,없음,해당없음 ,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,이용권,표출
374000000000 ,수혜적,국고보조사업,수원시 효도수당,,없음,없음,[조례]수원시 효도수당 지원에 관한 조례,○ 80세 이상 직계존속과 직계비속이 3세대 이상으로 구성되어 수원시에 5년 이상 연속 거주하는 가정,해당없음,"○ 반기별(6·12월), 가구당 5만원 지급",https://www.gov.kr,○ 방문 신청 - 행정복지센터 : 거주지 관할 동 행정복지센터 방문,,,없음,1. 신청인 신분증2. 신청인 통장 사본,시군구,경기도 수원시,어르신돌봄과,없음,해당없음 ,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,현금,표출
374000000000 ,수혜적,국고보조사업,정부양곡 택배비 지원,,[법률]양곡관리법(제9조)||[부령]양곡관리법 시행규칙(제1조의3),없음,없음,"○ 생계·의료·주거·교육급여 수급자, 한부모가족(조손가족 포함), 차상위계층확인, 차상위본인부담경감, 차상위장애인, 차상위자활 보장중인 가구",해당없음,"○ 지원대상 : 기초생활수급자 및 차상위계층의 정부양곡 신청 가구 ○ 지원내용 : 정부양곡 택배비 지원○ 지원금액 : 10kg 1포당 기본 2,800원(추가 1포당 1,400원)○ 유의사항 : 정부양곡 신청 가구에 직접 지원이 아닌, 택배 용역 업체로 지원",,"○ 개인 신청절차 없음 - 정부양곡 신청 가구에 대해 별도의 택배비 신청없이 지원 - 정부양곡 신청 가구에 직접 지원이 아닌, 택배 용역 업체로 지원",,,없음,해당없음,시군구,경기도 수원시,복지정책과,없음,해당없음 ,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,현금,표출
374000000000 ,수혜적,국고보조사업,취업준비청년 교통비 지원(청카드 사업),,[법률]청년기본법(제17조),없음,[조례]수원시 청년 기본 조례(제23조),"○ 19~34세 수원시 취업준비청년 - (연령) 19 ~ 34세(1988. 1. 1. ~ 2004. 12. 31. 출생자, 취업을 계획중인 고교졸업예정자 지원가능) - (주소) 공고일 기준 수원시 주민등록자 - (소득) 기준 중위소득 120% 이하(건강보험료 기준)",해당없음,"○ 19~34세 수원시 취업준비청년에게 30만원이 충전된 교통카드 지급(버스, 지하철 전용) ※ 수원시청 홈페이지 -> 시정소식 -> 취업준비청년 교통비 지원사업 공고문에서 지원자격, 제출서류 등 자세한 사항 확인 가능",https://apply.jobaba.net,"○ 온라인 신청  - 경기도 잡아바 어플라이 : https://apply.jobaba.net -> ""청카드"" 검색",,,2023년도 신청접수 중,"○ (필수) 참여신청서, 구직활동계획 및 이행서약서, 개인정보 수집·이용 및 제3자 제공 동의서, 행정정보공동이용 사전동의서○ (해당시) 졸업예정증명서, 근로계약서, 휴학(졸업유예)증명서, 취업증명자료 ※ 지원자격 및 자격별 제출서류 등 세부내용은 공고문 참고",시군구,경기도 수원시,청년청소년과,없음,해당없음 ,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,기타,표출
374000000000 ,수혜적,국고보조사업,벼 못자리용 상토 지원,,[법률]농업ㆍ농촌 및 식품산업 기본법(제8조)||[법률]농업ㆍ농촌 및 식품산업 기본법(제39조),없음,없음,○ 수원시 관내 농업인,해당없음,○ 수원시에 주소를 두고 관내 농지를 1000㎡ 이상 경작하는 관내 농업인 또는 작목반 단체을 대상으로 벼 못자리용 상토 구입지원,,○ 방문 신청 - 시군구 : 관할 구청 방문 - 기타 : 농협경제사업장,,,없음,해당없음,시군구,경기도 수원시,생명산업과,없음,해당없음 ,해당없음,해당없음,해당없음,해당없음,해당없음,해당없음,현물,표출
