539,540,348000000377,@,청소년,청년,중장년,@,@,@,@,농어업인,@,@,@,자녀없음/상관없음,여성,남성,무주택자,@,1인가구,다문화/탈북민,다자녀,@,@,신규전입,한부모/조손,확대가족,@,@,@,3
540,541,349000000102,@,청소년,청년,중장년,@,@,@,@,@,@,일반,자녀있음,@,여성,@,무주택자,임산부,1인가구,다문화/탈북민,다자녀,@,@,신규전입,한부모/조손,확대가족,@,@,@,13
541,542,349000000103,아동,청소년,@,@,@,학생,무직,@,농어업인,중소기업,@,자녀있음,@,여성,남성,무주택자,임산부,1인가구,다문화/탈북민,다자녀,보훈대상자/국가유공자,장애인,신규전입,한부모/조손,확대가족,요양환자/치매환자,취약계층,@,14
542,543,349000000106,아동,청소년,청년,중장년,노년,@,@,@,@,@,일반,@,자녀없음/상관없음,여성,남성,무주택자,@,1인가구,다문화/탈북민,다자녀,@,@,신규전입,한부모/조손,확대가족,@,취약계층,@,23
543,544,349000000107,@,@,@,@,노년,학생,무직,@,농어업인,중소기업,@,자녀있음,@,여성,남성,무주택자,임산부,1인가구,다문화/탈북민,다자녀,보훈대상자/국가유공자,장애인,신규전입,한부모/조손,확대가족,요양환자/치매환자,취약계층,@,12
544,545,349000000110,@,청소년,청년,중장년,@,@,@,@,@,@,일반,자녀있음,@,여성,@,무주택자,임산부,1인가구,다문화/탈북민,다자녀,@,@,신규전입,한부모/조손,확대가족,@,@,@,13
545,546,350000000101,아동,청소년,청년,중장년,노년,학생,무직,@,농어업인,중소기업,@,자녀있음,@,여성,남성,무주택자,임산부,1인가구,다문화/탈북민,다자녀,보훈대상자/국가유공자,장애인,신규전입,한부모/조손,확대가족,요양환자/치매환자,취약계층,@,5
546,547,350000000105,@,청소년,청년,중장년,@,@,@,@,@,@,일반,자녀있음,@,여성,@,무주택자,임산부,1인가구,다문화/탈북민,다자녀,@,@,신규전입,한부모/조손,확대가족,@,@,@,13
547,548,350000000106,아동,청소년,@,@,@,학생,무직,@,농어업인,중소기업,@,자녀있음,@,여성,남성,무주택자,임산부,1인가구,다문화/탈북민,다자녀,보훈대상자/국가유공자,장애인,신규전입,한부모/조손,확대가족,요양환자/치매환자,취약계층,@,14
548,549,351050000102,@,청소년,청년,중장년,@,@,@,@,@,@,일반,자녀있음,@,여성,@,@,임산부,@,@,다자녀,@,@,@,@,@,@,@,@,40
549,550,351050000103,아동,청소년,청년,중장년,노년,@,@,@,@,@,일반,@,자녀없음/상관없음,여성,남성,무주택자,@,1인가구,다문화/탈북민,다자녀,보훈대상자/국가유공자,@,신규전입,한부모/조손,확대가족,@,@,@,7
550,551,351050000104,@,청소년,청년,중장년,@,@,@,@,@,@,일반,자녀있음,@,여성,@,무주택자,임산부,@,다문화/탈북민,다자녀,@,@,@,한부모/조손,확대가족,@,@,@,-1
551,552,351050000110,@,@,@,@,노년,@,@,@,@,@,일반,@,자녀없음/상관없음,여성,남성,무주택자,@,1인가구,다문화/탈북민,다자녀,보훈대상자/국가유공자,@,신규전입,한부모/조손,확대가족,@,@,@,37
552,553,351050000111,@,청소년,청년,중장년,@,@,@,@,@,@,일반,자녀있음,@,여성,@,무주택자,임산부,1인가구,다문화/탈북민,다자녀,@,@,신규전입,한부모/조손,확대가족,@,@,@,13
553,554,351050000113,@,@,@,@,노년,@,@,@,@,@,일반,@,자녀없음/상관없음,여성,남성,무주택자,@,1인가구,다문화/탈북민,다자녀,보훈대상자/국가유공자,@,신규전입,한부모/조손,확대가족,@,@,@,37
554,555,352000000102,@,청소년,청년,중장년,노년,학생,무직,@,농어업인,중소기업,@,자녀있음,@,여성,남성,무주택자,임산부,1인가구,다문화/탈북민,다자녀,보훈대상자/국가유공자,장애인,신규전입,한부모/조손,확대가족,요양환자/치매환자,취약계층,@,10
555,556,352000000110,@,@,@,@,노년,@,@,@,@,@,일반,@,자녀없음/상관없음,여성,남성,무주택자,@,1인가구,다문화/탈북민,다자녀,보훈대상자/국가유공자,@,신규전입,한부모/조손,확대가족,@,@,@,37
556,557,353000000103,@,청소년,청년,중장년,@,@,@,@,@,@,일반,자녀있음,@,여성,@,@,임산부,@,@,다자녀,@,@,@,@,@,@,@,@,40
557,558,353000000104,아동,청소년,청년,중장년,노년,@,@,@,@,@,일반,@,자녀없음/상관없음,여성,남성,무주택자,@,1인가구,다문화/탈북민,다자녀,@,장애인,신규전입,한부모/조손,확대가족,@,@,@,6
558,559,353000000105,@,청소년,청년,중장년,노년,학생,무직,@,농어업인,중소기업,@,자녀있음,@,여성,남성,무주택자,임산부,1인가구,다문화/탈북민,다자녀,보훈대상자/국가유공자,장애인,신규전입,한부모/조손,확대가족,요양환자/치매환자,취약계층,@,10
559,560,353000000108,아동,청소년,청년,중장년,노년,@,@,@,@,@,일반,@,자녀없음/상관없음,여성,남성,무주택자,@,1인가구,다문화/탈북민,다자녀,보훈대상자/국가유공자,@,신규전입,한부모/조손,확대가족,@,@,@,7
560,561,354000000103,아동,청소년,청년,중장년,노년,학생,무직,@,농어업인,중소기업,@,자녀있음,@,여성,남성,무주택자,임산부,1인가구,다문화/탈북민,다자녀,보훈대상자/국가유공자,장애인,신규전입,한부모/조손,확대가족,요양환자/치매환자,취약계층,@,5
561,562,354000000104,아동,청소년,청년,중장년,노년,@,@,@,@,@,일반,@,자녀없음/상관없음,여성,남성,무주택자,@,1인가구,다문화/탈북민,다자녀,@,장애인,신규전입,한부모/조손,확대가족,@,@,@,6
562,563,354000000107,@,@,@,@,노년,학생,무직,@,농어업인,중소기업,@,자녀있음,@,여성,남성,무주택자,임산부,1인가구,다문화/탈북민,다자녀,보훈대상자/국가유공자,장애인,신규전입,한부모/조손,확대가족,요양환자/치매환자,취약계층,@,12
563,564,355000000103,아동,@,@,@,@,학생,무직,@,농어업인,중소기업,@,자녀있음,@,여성,남성,@,임산부,@,@,다자녀,보훈대상자/국가유공자,장애인,@,@,@,요양환자/치매환자,취약계층,@,38
564,565,355000000106,아동,청소년,청년,중장년,노년,@,@,@,@,@,일반,@,자녀없음/상관없음,여성,남성,무주택자,@,1인가구,다문화/탈북민,다자녀,보훈대상자/국가유공자,@,신규전입,한부모/조손,확대가족,@,@,@,7
565,566,355000000107,@,@,@,@,노년,@,@,@,@,@,일반,@,자녀없음/상관없음,여성,남성,무주택자,@,1인가구,다문화/탈북민,다자녀,보훈대상자/국가유공자,@,신규전입,한부모/조손,확대가족,@,@,@,37
566,567,355000000108,@,청소년,청년,중장년,@,@,@,@,@,@,일반,자녀있음,@,여성,@,무주택자,임산부,1인가구,다문화/탈북민,다자녀,@,@,신규전입,한부모/조손,확대가족,@,@,@,13
567,568,356000000101,@,청소년,청년,중장년,@,@,@,@,@,@,일반,자녀있음,@,여성,@,무주택자,임산부,1인가구,다문화/탈북민,다자녀,@,@,신규전입,한부모/조손,확대가족,@,@,@,13
568,569,356000000103,@,청소년,청년,중장년,@,@,@,@,@,@,일반,자녀있음,@,여성,@,무주택자,임산부,1인가구,다문화/탈북민,다자녀,@,@,신규전입,한부모/조손,확대가족,@,@,@,13
569,570,356000000104,아동,청소년,청년,중장년,노년,학생,무직,@,농어업인,중소기업,@,자녀있음,@,여성,남성,@,임산부,@,@,@,보훈대상자/국가유공자,장애인,@,한부모/조손,@,요양환자/치매환자,취약계층,@,21
570,571,356000000105,@,청소년,청년,중장년,@,@,@,@,@,@,일반,자녀있음,@,여성,@,무주택자,임산부,1인가구,다문화/탈북민,다자녀,@,@,신규전입,한부모/조손,확대가족,@,@,@,13
571,572,356000000107,@,청소년,청년,중장년,노년,@,@,@,농어업인,@,@,@,자녀없음/상관없음,여성,남성,무주택자,@,1인가구,다문화/탈북민,다자녀,@,@,신규전입,한부모/조손,확대가족,@,@,@,2
572,573,356000000111,아동,청소년,@,@,@,학생,@,@,@,@,@,@,자녀없음/상관없음,여성,남성,무주택자,@,1인가구,다문화/탈북민,다자녀,@,@,신규전입,한부모/조손,확대가족,@,@,@,8
573,574,356000000113,@,청소년,청년,중장년,@,@,@,@,@,@,일반,자녀있음,@,여성,@,무주택자,임산부,1인가구,다문화/탈북민,다자녀,@,@,신규전입,한부모/조손,확대가족,@,@,@,13
574,575,356000000114,@,청소년,청년,중장년,@,@,@,@,@,@,일반,자녀있음,@,여성,@,무주택자,임산부,1인가구,다문화/탈북민,다자녀,@,@,신규전입,한부모/조손,확대가족,@,@,@,13
575,576,356000000115,@,청소년,청년,중장년,@,@,@,@,@,@,일반,자녀있음,@,여성,@,무주택자,임산부,1인가구,다문화/탈북민,다자녀,@,@,신규전입,한부모/조손,확대가족,@,@,@,13
576,577,357000000103,아동,청소년,@,@,@,학생,무직,@,농어업인,중소기업,@,자녀있음,@,여성,남성,무주택자,임산부,1인가구,다문화/탈북민,다자녀,보훈대상자/국가유공자,장애인,신규전입,한부모/조손,확대가족,요양환자/치매환자,취약계층,@,14
577,578,357000000104,@,청소년,청년,중장년,노년,@,@,@,농어업인,@,@,@,자녀없음/상관없음,여성,남성,무주택자,@,1인가구,다문화/탈북민,다자녀,@,@,신규전입,한부모/조손,확대가족,@,@,@,2
578,579,357000000105,아동,청소년,@,@,@,학생,무직,@,농어업인,중소기업,@,자녀있음,@,여성,남성,무주택자,임산부,1인가구,다문화/탈북민,다자녀,보훈대상자/국가유공자,장애인,신규전입,한부모/조손,확대가족,요양환자/치매환자,취약계층,@,14
579,580,357000000106,@,청소년,@,@,@,학생,@,@,@,@,@,@,자녀없음/상관없음,여성,남성,무주택자,@,1인가구,다문화/탈북민,다자녀,@,@,신규전입,한부모/조손,확대가족,@,@,@,9
580,581,357000000107,@,청소년,청년,중장년,@,@,@,@,@,@,일반,자녀있음,@,여성,@,무주택자,임산부,1인가구,다문화/탈북민,다자녀,@,@,신규전입,한부모/조손,확대가족,@,@,@,13
581,582,357000000111,@,청소년,@,@,@,학생,@,@,@,@,@,@,자녀없음/상관없음,여성,남성,무주택자,@,1인가구,다문화/탈북민,다자녀,@,@,신규전입,한부모/조손,확대가족,@,@,@,9
582,583,357000000112,@,청소년,청년,중장년,노년,@,@,@,농어업인,@,@,@,자녀없음/상관없음,여성,남성,무주택자,@,1인가구,다문화/탈북민,다자녀,@,@,신규전입,한부모/조손,확대가족,@,@,@,2
583,584,357000000113,@,청소년,청년,중장년,노년,학생,무직,@,농어업인,중소기업,@,자녀있음,@,여성,남성,@,임산부,@,@,@,보훈대상자/국가유공자,장애인,@,@,확대가족,요양환자/치매환자,취약계층,@,-1
584,585,357000000114,@,청소년,청년,중장년,노년,@,@,@,농어업인,@,@,@,자녀없음/상관없음,여성,남성,무주택자,@,1인가구,다문화/탈북민,다자녀,@,@,신규전입,한부모/조손,확대가족,@,@,@,2
585,586,357000000115,@,청소년,청년,중장년,노년,@,@,@,농어업인,@,@,@,자녀없음/상관없음,여성,남성,무주택자,@,1인가구,다문화/탈북민,다자녀,@,@,신규전입,한부모/조손,확대가족,@,@,@,2
586,587,357000000118,@,청소년,청년,중장년,노년,@,@,@,농어업인,@,@,@,자녀없음/상관없음,여성,남성,무주택자,@,1인가구,다문화/탈북민,다자녀,@,@,신규전입,한부모/조손,확대가족,@,@,@,2
587,588,357000000119,@,청소년,청년,중장년,@,@,@,@,@,@,일반,자녀있음,@,여성,@,무주택자,임산부,1인가구,다문화/탈북민,다자녀,@,@,신규전입,한부모/조손,확대가족,@,@,@,13
588,589,357000000120,아동,청소년,청년,중장년,노년,학생,무직,@,농어업인,중소기업,@,자녀있음,@,여성,남성,@,임산부,@,다문화/탈북민,@,보훈대상자/국가유공자,장애인,@,@,@,요양환자/치매환자,취약계층,@,19
589,590,357000000121,@,청소년,청년,중장년,노년,@,@,@,농어업인,@,@,@,자녀없음/상관없음,여성,남성,무주택자,@,1인가구,다문화/탈북민,다자녀,@,@,신규전입,한부모/조손,확대가족,@,@,@,2
590,591,358000000102,@,청소년,청년,중장년,노년,학생,무직,@,농어업인,중소기업,@,자녀있음,@,여성,남성,@,임산부,@,다문화/탈북민,@,보훈대상자/국가유공자,장애인,@,@,@,요양환자/치매환자,취약계층,@,4
591,592,358000000105,@,@,@,@,노년,학생,무직,@,농어업인,중소기업,@,자녀있음,@,여성,남성,@,임산부,@,@,@,보훈대상자/국가유공자,장애인,@,@,확대가족,요양환자/치매환자,취약계층,@,36
592,593,358000000106,아동,청소년,청년,중장년,노년,학생,무직,@,농어업인,중소기업,@,자녀있음,@,여성,남성,무주택자,임산부,1인가구,다문화/탈북민,다자녀,보훈대상자/국가유공자,장애인,신규전입,한부모/조손,확대가족,요양환자/치매환자,취약계층,@,5
593,594,358000000107,@,@,@,중장년,노년,학생,무직,@,농어업인,중소기업,@,자녀있음,@,여성,남성,무주택자,임산부,1인가구,다문화/탈북민,다자녀,보훈대상자/국가유공자,장애인,신규전입,한부모/조손,확대가족,요양환자/치매환자,취약계층,@,32
594,595,358000000108,@,@,@,@,노년,학생,무직,@,농어업인,중소기업,@,자녀있음,@,여성,남성,무주택자,임산부,1인가구,다문화/탈북민,다자녀,보훈대상자/국가유공자,장애인,신규전입,한부모/조손,확대가족,요양환자/치매환자,취약계층,@,12
595,596,358000000109,@,청소년,청년,중장년,@,@,@,@,@,@,일반,자녀있음,@,여성,@,무주택자,임산부,1인가구,다문화/탈북민,다자녀,@,@,신규전입,한부모/조손,확대가족,@,@,@,13
596,597,358000000110,@,청소년,청년,중장년,노년,@,@,@,농어업인,@,@,@,자녀없음/상관없음,여성,남성,무주택자,@,1인가구,다문화/탈북민,다자녀,@,@,신규전입,한부모/조손,확대가족,@,@,@,2
597,598,358000000112,@,청소년,청년,중장년,노년,@,@,@,농어업인,@,@,@,자녀없음/상관없음,여성,남성,무주택자,@,1인가구,다문화/탈북민,다자녀,@,@,신규전입,한부모/조손,확대가족,@,@,@,2
598,599,358000000113,@,@,청년,중장년,노년,@,@,@,농어업인,@,@,@,자녀없음/상관없음,여성,남성,무주택자,@,1인가구,다문화/탈북민,다자녀,@,@,신규전입,한부모/조손,확대가족,@,@,@,-1
599,600,358000000116,@,@,@,@,노년,학생,무직,@,농어업인,중소기업,@,자녀있음,@,여성,남성,무주택자,임산부,1인가구,다문화/탈북민,다자녀,보훈대상자/국가유공자,장애인,신규전입,한부모/조손,확대가족,요양환자/치매환자,취약계층,@,12
600,601,359000000101,@,@,@,@,노년,@,@,@,@,@,일반,@,자녀없음/상관없음,여성,남성,무주택자,@,1인가구,다문화/탈북민,다자녀,보훈대상자/국가유공자,@,신규전입,한부모/조손,확대가족,@,@,@,37
601,602,359000000102,@,청소년,청년,중장년,@,@,@,@,@,@,일반,자녀있음,@,여성,@,@,임산부,@,@,다자녀,@,@,@,@,@,@,@,@,40
602,603,359000000104,@,청소년,@,@,@,학생,@,@,@,@,@,@,자녀없음/상관없음,여성,남성,무주택자,@,1인가구,다문화/탈북민,다자녀,@,@,신규전입,한부모/조손,확대가족,@,@,@,9
603,604,359000000108,아동,@,@,@,@,학생,무직,@,농어업인,중소기업,@,자녀있음,@,여성,남성,무주택자,임산부,1인가구,다문화/탈북민,다자녀,보훈대상자/국가유공자,장애인,신규전입,한부모/조손,확대가족,요양환자/치매환자,취약계층,@,0
604,605,359000000109,아동,청소년,청년,@,@,학생,무직,@,농어업인,중소기업,@,자녀있음,@,여성,@,무주택자,임산부,1인가구,다문화/탈북민,다자녀,보훈대상자/국가유공자,장애인,신규전입,한부모/조손,확대가족,요양환자/치매환자,취약계층,@,-1
